Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2017-06-27,80.445,81.1073,77.9435,78.7157,1510133.2808502
2017-06-28,78.7157,78.9179,77.4268,77.5333,651729.01753859
2017-06-29,78.185,79.744,77.9754,79.744,1183806.5165408
2017-06-30,79.3387,79.7285,77.6012,77.6012,1086388.4513887
2017-07-03,78.0917,78.0917,76.4221,77.2189,483900.33508581
2017-07-04,76.974,77.2885,75.9701,76.5293,702464.76892221
2017-07-05,76.974,78.5363,76.8053,78.5363,766888.65793449
2017-07-06,78.7778,78.7778,76.0062,76.974,997001.54193297
2017-07-07,76.974,77.8116,76.4221,76.7357,703366.07562902
2017-07-10,77.3874,78.2243,76.6981,77.3269,673211.38200042
2017-07-11,77.6708,78.3332,76.4598,76.4598,728960.49928033
2017-07-12,76.2837,79.0194,76.2837,78.3021,931843.66195756
2017-07-13,79.1438,79.6892,78.1465,79.6892,866236.34991154
2017-07-14,79.4321,80.648,78.4348,80.508,707901.9199503
2017-07-17,80.8584,81.326,79.2994,80.0788,827366.58221816
2017-07-18,80.508,81.0763,79.1209,79.7513,810279.61455554
2017-07-19,80.0011,80.3287,78.5052,79.0816,1132252.5056809
2017-07-20,78.863,79.7285,77.905,78.3021,1268336.3842987
2017-07-21,78.0065,78.5052,75.659,75.763,1482876.6913073
2017-07-24,76.368,76.368,74.4471,75.4445,1557343.1887886
2017-07-25,75.6221,76.0512,74.5208,75.555,1630397.8833524
2017-07-26,75.5189,77.8345,74.8762,77.0813,814569.9810339
2017-07-27,77.5103,77.5463,74.913,75.1267,636651.0600829
2017-07-28,74.8762,76.0135,74.8762,75.9103,504461.85231601
2017-07-31,75.8735,77.5774,75.5189,75.763,1305206.9120476
2017-08-01,76.1241,76.5522,75.3708,76.5522,768293.13315513
2017-08-02,76.8741,77.051,75.6221,75.9103,474612.47938756
2017-08-03,76.264,76.5522,75.3708,75.9472,778443.21451057
2017-08-04,76.1911,76.7284,75.4076,75.6221,425007.63587726
2017-08-07,75.659,76.228,74.913,75.1571,553498.79932405
